ID,Pred
ID_00006140,cls_6
ID_00006141,cls_4
ID_00006142,cls_6
ID_00006143,cls_6
ID_00006144,cls_6
ID_00006145,cls_4
ID_00006146,cls_2
ID_00006147,cls_5
ID_00006148,cls_6
ID_00006149,cls_6
ID_00006150,cls_6
ID_00006151,cls_6
ID_00006152,cls_4
ID_00006153,cls_6
ID_00006154,cls_1
ID_00006155,cls_6
ID_00006156,cls_2
ID_00006157,cls_5
ID_00006158,cls_4
ID_00006159,cls_4
ID_00006160,cls_1
ID_00006161,cls_2
ID_00006162,cls_5
ID_00006163,cls_3
ID_00006164,cls_5
ID_00006165,cls_1
ID_00006166,cls_4
ID_00006167,cls_5
ID_00006168,cls_5
ID_00006169,cls_6
ID_00006170,cls_1
ID_00006171,cls_5
ID_00006172,cls_3
ID_00006173,cls_1
ID_00006174,cls_3
ID_00006175,cls_4
ID_00006176,cls_5
ID_00006177,cls_1
ID_00006178,cls_6
ID_00006179,cls_6
ID_00006180,cls_3
ID_00006181,cls_3
ID_00006182,cls_4
ID_00006183,cls_2
ID_00006184,cls_5
ID_00006185,cls_3
ID_00006186,cls_2
ID_00006187,cls_4
ID_00006188,cls_3
ID_00006189,cls_1
ID_00006190,cls_4
ID_00006191,cls_6
ID_00006192,cls_2
ID_00006193,cls_3
ID_00006194,cls_2
ID_00006195,cls_2
ID_00006196,cls_3
ID_00006197,cls_5
ID_00006198,cls_2
ID_00006199,cls_5
ID_00006200,cls_5
ID_00006201,cls_5
ID_00006202,cls_2
ID_00006203,cls_3
ID_00006204,cls_2
ID_00006205,cls_1
ID_00006206,cls_3
ID_00006207,cls_3
ID_00006208,cls_4
ID_00006209,cls_1
ID_00006210,cls_1
ID_00006211,cls_4
ID_00006212,cls_6
ID_00006213,cls_5
ID_00006214,cls_4
ID_00006215,cls_4
ID_00006216,cls_1
ID_00006217,cls_6
ID_00006218,cls_2
ID_00006219,cls_2
ID_00006220,cls_5
ID_00006221,cls_3
ID_00006222,cls_6
ID_00006223,cls_1
ID_00006224,cls_4
ID_00006225,cls_2
ID_00006226,cls_5
ID_00006227,cls_1
ID_00006228,cls_2
ID_00006229,cls_4
ID_00006230,cls_2
ID_00006231,cls_2
ID_00006232,cls_4
ID_00006233,cls_1
ID_00006234,cls_1
ID_00006235,cls_3
ID_00006236,cls_2
ID_00006237,cls_5
ID_00006238,cls_6
ID_00006239,cls_5
ID_00006240,cls_6
ID_00006241,cls_6
ID_00006242,cls_6
ID_00006243,cls_2
ID_00006244,cls_3
ID_00006245,cls_4
ID_00006246,cls_5
ID_00006247,cls_3
ID_00006248,cls_4
ID_00006249,cls_2
ID_00006250,cls_2
ID_00006251,cls_6
ID_00006252,cls_5
ID_00006253,cls_4
ID_00006254,cls_6
ID_00006255,cls_2
ID_00006256,cls_2
ID_00006257,cls_6
ID_00006258,cls_4
ID_00006259,cls_4
ID_00006260,cls_2
ID_00006261,cls_3
ID_00006262,cls_4
ID_00006263,cls_5
ID_00006264,cls_2
ID_00006265,cls_4
ID_00006266,cls_4
ID_00006267,cls_6
ID_00006268,cls_5
ID_00006269,cls_5
ID_00006270,cls_4
ID_00006271,cls_6
ID_00006272,cls_5
ID_00006273,cls_2
ID_00006274,cls_5
ID_00006275,cls_3
ID_00006276,cls_4
ID_00006277,cls_3
ID_00006278,cls_5
ID_00006279,cls_6
ID_00006280,cls_3
ID_00006281,cls_2
ID_00006282,cls_6
ID_00006283,cls_4
ID_00006284,cls_3
ID_00006285,cls_2
ID_00006286,cls_1
ID_00006287,cls_1
ID_00006288,cls_1
ID_00006289,cls_4
ID_00006290,cls_3
ID_00006291,cls_4
ID_00006292,cls_1
ID_00006293,cls_3
ID_00006294,cls_3
ID_00006295,cls_6
ID_00006296,cls_1
ID_00006297,cls_3
ID_00006298,cls_5
ID_00006299,cls_3
ID_00006300,cls_3
ID_00006301,cls_2
ID_00006302,cls_2
ID_00006303,cls_4
ID_00006304,cls_3
ID_00006305,cls_6
ID_00006306,cls_5
ID_00006307,cls_1
ID_00006308,cls_2
ID_00006309,cls_1
ID_00006310,cls_3
ID_00006311,cls_4
ID_00006312,cls_5
ID_00006313,cls_3
ID_00006314,cls_1
ID_00006315,cls_4
ID_00006316,cls_6
ID_00006317,cls_6
ID_00006318,cls_1
ID_00006319,cls_3
ID_00006320,cls_6
ID_00006321,cls_3
ID_00006322,cls_3
ID_00006323,cls_1
ID_00006324,cls_4
ID_00006325,cls_3
ID_00006326,cls_4
ID_00006327,cls_5
ID_00006328,cls_1
ID_00006329,cls_4
ID_00006330,cls_2
ID_00006331,cls_2
ID_00006332,cls_6
ID_00006333,cls_3
ID_00006334,cls_2
ID_00006335,cls_5
ID_00006336,cls_1
ID_00006337,cls_3
ID_00006338,cls_2
ID_00006339,cls_5
ID_00006340,cls_2
ID_00006341,cls_6
ID_00006342,cls_6
ID_00006343,cls_5
ID_00006344,cls_3
ID_00006345,cls_5
ID_00006346,cls_1
ID_00006347,cls_1
ID_00006348,cls_3
ID_00006349,cls_3
ID_00006350,cls_4
ID_00006351,cls_5
ID_00006352,cls_6
ID_00006353,cls_1
ID_00006354,cls_4
ID_00006355,cls_2
ID_00006356,cls_2
ID_00006357,cls_6
ID_00006358,cls_1
ID_00006359,cls_3
ID_00006360,cls_4
ID_00006361,cls_2
ID_00006362,cls_6
ID_00006363,cls_3
ID_00006364,cls_4
ID_00006365,cls_5
ID_00006366,cls_4
ID_00006367,cls_5
ID_00006368,cls_4
ID_00006369,cls_4
ID_00006370,cls_4
ID_00006371,cls_2
ID_00006372,cls_1
ID_00006373,cls_5
ID_00006374,cls_6
ID_00006375,cls_5
ID_00006376,cls_4
ID_00006377,cls_1
ID_00006378,cls_6
ID_00006379,cls_5
ID_00006380,cls_4
ID_00006381,cls_6
ID_00006382,cls_1
ID_00006383,cls_2
ID_00006384,cls_5
ID_00006385,cls_3
ID_00006386,cls_4
ID_00006387,cls_1
ID_00006388,cls_3
ID_00006389,cls_4
ID_00006390,cls_3
ID_00006391,cls_3
ID_00006392,cls_4
ID_00006393,cls_1
ID_00006394,cls_6
ID_00006395,cls_2
ID_00006396,cls_4
ID_00006397,cls_2
ID_00006398,cls_3
ID_00006399,cls_2
ID_00006400,cls_2
ID_00006401,cls_1
ID_00006402,cls_3
ID_00006403,cls_6
ID_00006404,cls_5
ID_00006405,cls_5
ID_00006406,cls_4
ID_00006407,cls_2
ID_00006408,cls_4
ID_00006409,cls_4
ID_00006410,cls_3
ID_00006411,cls_3
ID_00006412,cls_4
ID_00006413,cls_5
ID_00006414,cls_3
ID_00006415,cls_6
ID_00006416,cls_1
ID_00006417,cls_6
ID_00006418,cls_6
ID_00006419,cls_4
ID_00006420,cls_5
ID_00006421,cls_5
ID_00006422,cls_1
ID_00006423,cls_2
ID_00006424,cls_1
ID_00006425,cls_3
ID_00006426,cls_6
ID_00006427,cls_3
ID_00006428,cls_2
ID_00006429,cls_1
ID_00006430,cls_4
ID_00006431,cls_3
ID_00006432,cls_3
ID_00006433,cls_4
ID_00006434,cls_3
ID_00006435,cls_5
ID_00006436,cls_1
ID_00006437,cls_1
ID_00006438,cls_6
ID_00006439,cls_2
ID_00006440,cls_6
ID_00006441,cls_2
ID_00006442,cls_2
ID_00006443,cls_1
ID_00006444,cls_3
ID_00006445,cls_5
ID_00006446,cls_5
ID_00006447,cls_1
ID_00006448,cls_3
ID_00006449,cls_6
ID_00006450,cls_2
ID_00006451,cls_2
ID_00006452,cls_6
ID_00006453,cls_5
ID_00006454,cls_4
ID_00006455,cls_1
ID_00006456,cls_2
ID_00006457,cls_4
ID_00006458,cls_4
ID_00006459,cls_5
ID_00006460,cls_1
ID_00006461,cls_5
ID_00006462,cls_3
ID_00006463,cls_3
ID_00006464,cls_2
ID_00006465,cls_1
ID_00006466,cls_5
ID_00006467,cls_2
ID_00006468,cls_6
ID_00006469,cls_1
ID_00006470,cls_5
ID_00006471,cls_3
ID_00006472,cls_2
ID_00006473,cls_2
ID_00006474,cls_1
ID_00006475,cls_3
ID_00006476,cls_3
ID_00006477,cls_6
ID_00006478,cls_6
ID_00006479,cls_5
ID_00006480,cls_3
ID_00006481,cls_5
ID_00006482,cls_2
ID_00006483,cls_1
ID_00006484,cls_6
ID_00006485,cls_2
ID_00006486,cls_5
ID_00006487,cls_3
ID_00006488,cls_4
ID_00006489,cls_5
ID_00006490,cls_6
ID_00006491,cls_6
ID_00006492,cls_1
ID_00006493,cls_1
ID_00006494,cls_4
ID_00006495,cls_4
ID_00006496,cls_3
ID_00006497,cls_3
ID_00006498,cls_6
ID_00006499,cls_3
ID_00006500,cls_1
ID_00006501,cls_2
ID_00006502,cls_4
ID_00006503,cls_5
ID_00006504,cls_1
ID_00006505,cls_6
ID_00006506,cls_3
ID_00006507,cls_2
ID_00006508,cls_1
ID_00006509,cls_2
ID_00006510,cls_2
ID_00006511,cls_5
ID_00006512,cls_1
ID_00006513,cls_1
ID_00006514,cls_1
ID_00006515,cls_2
ID_00006516,cls_6
ID_00006517,cls_2
ID_00006518,cls_2
ID_00006519,cls_3
ID_00006520,cls_4
ID_00006521,cls_4
ID_00006522,cls_3
ID_00006523,cls_1
ID_00006524,cls_6
ID_00006525,cls_1
ID_00006526,cls_6
ID_00006527,cls_4
ID_00006528,cls_4
ID_00006529,cls_5
ID_00006530,cls_3
ID_00006531,cls_1
ID_00006532,cls_1
ID_00006533,cls_1
ID_00006534,cls_4
ID_00006535,cls_6
ID_00006536,cls_1
ID_00006537,cls_6
ID_00006538,cls_1
ID_00006539,cls_3
ID_00006540,cls_3
ID_00006541,cls_1
ID_00006542,cls_1
ID_00006543,cls_2
ID_00006544,cls_1
ID_00006545,cls_1
ID_00006546,cls_2
ID_00006547,cls_2
ID_00006548,cls_5
ID_00006549,cls_6
ID_00006550,cls_4
ID_00006551,cls_3
ID_00006552,cls_1
ID_00006553,cls_6
ID_00006554,cls_3
ID_00006555,cls_6
ID_00006556,cls_2
ID_00006557,cls_5
ID_00006558,cls_4
ID_00006559,cls_4
ID_00006560,cls_3
ID_00006561,cls_4
ID_00006562,cls_6
ID_00006563,cls_3
ID_00006564,cls_3
ID_00006565,cls_5
ID_00006566,cls_5
ID_00006567,cls_1
ID_00006568,cls_6
ID_00006569,cls_2
ID_00006570,cls_6
ID_00006571,cls_5
ID_00006572,cls_5
ID_00006573,cls_5
ID_00006574,cls_5
ID_00006575,cls_1
ID_00006576,cls_6
ID_00006577,cls_6
ID_00006578,cls_1
ID_00006579,cls_1
ID_00006580,cls_5
ID_00006581,cls_4
ID_00006582,cls_4
ID_00006583,cls_2
ID_00006584,cls_2
ID_00006585,cls_6
ID_00006586,cls_2
ID_00006587,cls_5
ID_00006588,cls_4
ID_00006589,cls_5
ID_00006590,cls_1
ID_00006591,cls_3
ID_00006592,cls_5
ID_00006593,cls_5
ID_00006594,cls_5
ID_00006595,cls_5
ID_00006596,cls_5
ID_00006597,cls_3
ID_00006598,cls_4
ID_00006599,cls_2
ID_00006600,cls_4
ID_00006601,cls_2
ID_00006602,cls_3
ID_00006603,cls_5
ID_00006604,cls_2
ID_00006605,cls_2
ID_00006606,cls_4
ID_00006607,cls_6
ID_00006608,cls_4
ID_00006609,cls_4
ID_00006610,cls_6
ID_00006611,cls_4
ID_00006612,cls_6
ID_00006613,cls_6
ID_00006614,cls_1
ID_00006615,cls_6
ID_00006616,cls_6
ID_00006617,cls_1
ID_00006618,cls_3
ID_00006619,cls_2
ID_00006620,cls_6
ID_00006621,cls_1
ID_00006622,cls_3
ID_00006623,cls_3
ID_00006624,cls_2
ID_00006625,cls_3
ID_00006626,cls_6
ID_00006627,cls_5
ID_00006628,cls_1
ID_00006629,cls_3
ID_00006630,cls_3
ID_00006631,cls_5
ID_00006632,cls_5
ID_00006633,cls_5
ID_00006634,cls_1
ID_00006635,cls_6
ID_00006636,cls_5
ID_00006637,cls_3
ID_00006638,cls_6
ID_00006639,cls_6
ID_00006640,cls_5
ID_00006641,cls_5
ID_00006642,cls_2
ID_00006643,cls_4
ID_00006644,cls_1
ID_00006645,cls_5
ID_00006646,cls_3
ID_00006647,cls_3
ID_00006648,cls_5
ID_00006649,cls_1
ID_00006650,cls_4
ID_00006651,cls_3
ID_00006652,cls_4
ID_00006653,cls_1
ID_00006654,cls_3
ID_00006655,cls_6
ID_00006656,cls_4
ID_00006657,cls_6
ID_00006658,cls_2
ID_00006659,cls_5
ID_00006660,cls_2
ID_00006661,cls_1
ID_00006662,cls_3
ID_00006663,cls_3
ID_00006664,cls_3
ID_00006665,cls_5
ID_00006666,cls_2
ID_00006667,cls_5
ID_00006668,cls_4
ID_00006669,cls_1
ID_00006670,cls_4
ID_00006671,cls_1
ID_00006672,cls_3
ID_00006673,cls_2
ID_00006674,cls_4
ID_00006675,cls_2
ID_00006676,cls_6
ID_00006677,cls_2
ID_00006678,cls_2
ID_00006679,cls_4
ID_00006680,cls_6
ID_00006681,cls_3
ID_00006682,cls_5
ID_00006683,cls_3
ID_00006684,cls_4
ID_00006685,cls_5
ID_00006686,cls_6
ID_00006687,cls_1
ID_00006688,cls_6
ID_00006689,cls_6
ID_00006690,cls_4
ID_00006691,cls_4
ID_00006692,cls_2
ID_00006693,cls_6
ID_00006694,cls_1
ID_00006695,cls_4
ID_00006696,cls_2
ID_00006697,cls_1
ID_00006698,cls_6
ID_00006699,cls_6
ID_00006700,cls_6
ID_00006701,cls_5
ID_00006702,cls_6
ID_00006703,cls_2
ID_00006704,cls_2
ID_00006705,cls_6
ID_00006706,cls_1
ID_00006707,cls_5
ID_00006708,cls_2
ID_00006709,cls_4
ID_00006710,cls_4
ID_00006711,cls_3
ID_00006712,cls_5
ID_00006713,cls_4
ID_00006714,cls_6
ID_00006715,cls_4
ID_00006716,cls_4
ID_00006717,cls_4
ID_00006718,cls_5
ID_00006719,cls_4
ID_00006720,cls_1
ID_00006721,cls_3
ID_00006722,cls_5
ID_00006723,cls_2
ID_00006724,cls_5
ID_00006725,cls_1
ID_00006726,cls_6
ID_00006727,cls_4
ID_00006728,cls_4
ID_00006729,cls_1
ID_00006730,cls_6
ID_00006731,cls_2
ID_00006732,cls_5
ID_00006733,cls_6
ID_00006734,cls_5
ID_00006735,cls_6
ID_00006736,cls_3
ID_00006737,cls_3
ID_00006738,cls_6
ID_00006739,cls_2
ID_00006740,cls_1
ID_00006741,cls_3
ID_00006742,cls_3
ID_00006743,cls_4
ID_00006744,cls_6
ID_00006745,cls_5
ID_00006746,cls_4
ID_00006747,cls_1
ID_00006748,cls_1
ID_00006749,cls_5
ID_00006750,cls_2
ID_00006751,cls_4
ID_00006752,cls_4
ID_00006753,cls_2
ID_00006754,cls_1
ID_00006755,cls_6
ID_00006756,cls_6
ID_00006757,cls_5
ID_00006758,cls_6
ID_00006759,cls_1
ID_00006760,cls_2
ID_00006761,cls_6
ID_00006762,cls_3
ID_00006763,cls_4
ID_00006764,cls_1
ID_00006765,cls_2
ID_00006766,cls_6
ID_00006767,cls_2
ID_00006768,cls_6
ID_00006769,cls_6
ID_00006770,cls_3
ID_00006771,cls_6
ID_00006772,cls_6
ID_00006773,cls_2
ID_00006774,cls_3
ID_00006775,cls_1
ID_00006776,cls_4
ID_00006777,cls_3
ID_00006778,cls_6
ID_00006779,cls_1
ID_00006780,cls_2
ID_00006781,cls_5
ID_00006782,cls_1
ID_00006783,cls_5
ID_00006784,cls_6
ID_00006785,cls_2
ID_00006786,cls_4
ID_00006787,cls_5
ID_00006788,cls_2
ID_00006789,cls_1
ID_00006790,cls_2
ID_00006791,cls_2
ID_00006792,cls_5
ID_00006793,cls_6
ID_00006794,cls_4
ID_00006795,cls_5
ID_00006796,cls_3
ID_00006797,cls_3
ID_00006798,cls_2
ID_00006799,cls_2
ID_00006800,cls_3
ID_00006801,cls_4
ID_00006802,cls_4
ID_00006803,cls_3
ID_00006804,cls_4
ID_00006805,cls_5
ID_00006806,cls_2
ID_00006807,cls_1
ID_00006808,cls_6
ID_00006809,cls_6
ID_00006810,cls_3
ID_00006811,cls_5
ID_00006812,cls_2
ID_00006813,cls_1
ID_00006814,cls_6
ID_00006815,cls_6
ID_00006816,cls_6
ID_00006817,cls_2
ID_00006818,cls_1
ID_00006819,cls_2
ID_00006820,cls_1
ID_00006821,cls_4
ID_00006822,cls_1
ID_00006823,cls_2
ID_00006824,cls_5
ID_00006825,cls_2
ID_00006826,cls_5
ID_00006827,cls_6
ID_00006828,cls_1
ID_00006829,cls_6
ID_00006830,cls_2
ID_00006831,cls_4
ID_00006832,cls_1
ID_00006833,cls_1
ID_00006834,cls_4
ID_00006835,cls_2
ID_00006836,cls_2
ID_00006837,cls_6
ID_00006838,cls_5
ID_00006839,cls_5
ID_00006840,cls_1
ID_00006841,cls_5
ID_00006842,cls_4
ID_00006843,cls_4
ID_00006844,cls_6
ID_00006845,cls_5
ID_00006846,cls_3
ID_00006847,cls_1
ID_00006848,cls_5
ID_00006849,cls_4
ID_00006850,cls_5
ID_00006851,cls_4
ID_00006852,cls_2
ID_00006853,cls_1
ID_00006854,cls_6
ID_00006855,cls_3
ID_00006856,cls_3
ID_00006857,cls_2
ID_00006858,cls_4
ID_00006859,cls_1
ID_00006860,cls_1
ID_00006861,cls_6
ID_00006862,cls_6
ID_00006863,cls_1
ID_00006864,cls_6
ID_00006865,cls_4
ID_00006866,cls_3
ID_00006867,cls_5
ID_00006868,cls_3
ID_00006869,cls_3
ID_00006870,cls_2
ID_00006871,cls_5
ID_00006872,cls_4
ID_00006873,cls_3
ID_00006874,cls_2
ID_00006875,cls_4
ID_00006876,cls_2
ID_00006877,cls_2
ID_00006878,cls_2
ID_00006879,cls_2
ID_00006880,cls_5
ID_00006881,cls_5
ID_00006882,cls_2
ID_00006883,cls_1
ID_00006884,cls_1
ID_00006885,cls_5
ID_00006886,cls_2
ID_00006887,cls_2
ID_00006888,cls_5
ID_00006889,cls_5
ID_00006890,cls_4
ID_00006891,cls_5
ID_00006892,cls_4
ID_00006893,cls_2
ID_00006894,cls_2
ID_00006895,cls_2
ID_00006896,cls_4
ID_00006897,cls_2
ID_00006898,cls_5
ID_00006899,cls_4
ID_00006900,cls_1
ID_00006901,cls_3
ID_00006902,cls_3
ID_00006903,cls_4
ID_00006904,cls_5
ID_00006905,cls_1
ID_00006906,cls_3
ID_00006907,cls_1
ID_00006908,cls_4
ID_00006909,cls_4
ID_00006910,cls_3
ID_00006911,cls_1
ID_00006912,cls_4
ID_00006913,cls_3
ID_00006914,cls_6
ID_00006915,cls_6
ID_00006916,cls_1
ID_00006917,cls_3
ID_00006918,cls_1
ID_00006919,cls_1
ID_00006920,cls_4
ID_00006921,cls_2
ID_00006922,cls_3
ID_00006923,cls_2
ID_00006924,cls_1
ID_00006925,cls_1
ID_00006926,cls_5
ID_00006927,cls_4
ID_00006928,cls_3
ID_00006929,cls_3
ID_00006930,cls_3
ID_00006931,cls_6
ID_00006932,cls_5
ID_00006933,cls_3
ID_00006934,cls_4
ID_00006935,cls_3
ID_00006936,cls_2
ID_00006937,cls_3
ID_00006938,cls_5
ID_00006939,cls_1
ID_00006940,cls_6
ID_00006941,cls_6
ID_00006942,cls_1
ID_00006943,cls_4
ID_00006944,cls_6
ID_00006945,cls_3
ID_00006946,cls_6
ID_00006947,cls_2
ID_00006948,cls_4
ID_00006949,cls_2
ID_00006950,cls_6
ID_00006951,cls_3
ID_00006952,cls_1
ID_00006953,cls_4
ID_00006954,cls_5
ID_00006955,cls_6
ID_00006956,cls_6
ID_00006957,cls_3
ID_00006958,cls_2
ID_00006959,cls_3
ID_00006960,cls_2
ID_00006961,cls_3
ID_00006962,cls_2
ID_00006963,cls_3
ID_00006964,cls_3
ID_00006965,cls_3
ID_00006966,cls_5
ID_00006967,cls_2
ID_00006968,cls_3
ID_00006969,cls_6
ID_00006970,cls_5
ID_00006971,cls_5
ID_00006972,cls_1
ID_00006973,cls_3
ID_00006974,cls_2
ID_00006975,cls_1
ID_00006976,cls_4
ID_00006977,cls_4
ID_00006978,cls_2
ID_00006979,cls_2
ID_00006980,cls_3
ID_00006981,cls_6
ID_00006982,cls_1
ID_00006983,cls_3
ID_00006984,cls_4
ID_00006985,cls_5
ID_00006986,cls_5
ID_00006987,cls_6
ID_00006988,cls_4
ID_00006989,cls_1
ID_00006990,cls_2
ID_00006991,cls_1
ID_00006992,cls_5
ID_00006993,cls_2
ID_00006994,cls_1
ID_00006995,cls_6
ID_00006996,cls_6
ID_00006997,cls_2
ID_00006998,cls_3
ID_00006999,cls_4
ID_00007000,cls_1
ID_00007001,cls_2
ID_00007002,cls_1
ID_00007003,cls_1
ID_00007004,cls_2
ID_00007005,cls_6
ID_00007006,cls_6
ID_00007007,cls_6
ID_00007008,cls_5
ID_00007009,cls_1
ID_00007010,cls_4
ID_00007011,cls_6
ID_00007012,cls_6
ID_00007013,cls_1
ID_00007014,cls_2
ID_00007015,cls_3
ID_00007016,cls_5
ID_00007017,cls_6
ID_00007018,cls_2
ID_00007019,cls_6
ID_00007020,cls_1
ID_00007021,cls_4
ID_00007022,cls_6
ID_00007023,cls_1
ID_00007024,cls_3
ID_00007025,cls_4
ID_00007026,cls_4
ID_00007027,cls_6
ID_00007028,cls_2
ID_00007029,cls_3
ID_00007030,cls_4
ID_00007031,cls_5
ID_00007032,cls_5
ID_00007033,cls_6
ID_00007034,cls_2
ID_00007035,cls_6
ID_00007036,cls_5
ID_00007037,cls_1
ID_00007038,cls_2
ID_00007039,cls_4
ID_00007040,cls_1
ID_00007041,cls_4
ID_00007042,cls_4
ID_00007043,cls_1
ID_00007044,cls_1
ID_00007045,cls_3
ID_00007046,cls_3
ID_00007047,cls_5
ID_00007048,cls_4
ID_00007049,cls_1
ID_00007050,cls_3
ID_00007051,cls_1
ID_00007052,cls_6
ID_00007053,cls_4
ID_00007054,cls_6
ID_00007055,cls_6
ID_00007056,cls_1
ID_00007057,cls_2
ID_00007058,cls_5
ID_00007059,cls_1
ID_00007060,cls_4
ID_00007061,cls_5
ID_00007062,cls_6
ID_00007063,cls_6
ID_00007064,cls_2
ID_00007065,cls_3
ID_00007066,cls_4
ID_00007067,cls_1
ID_00007068,cls_5
ID_00007069,cls_3
ID_00007070,cls_3
ID_00007071,cls_1
ID_00007072,cls_6
ID_00007073,cls_6
ID_00007074,cls_6
ID_00007075,cls_6
ID_00007076,cls_1
ID_00007077,cls_3
ID_00007078,cls_6
ID_00007079,cls_2
ID_00007080,cls_4
ID_00007081,cls_1
ID_00007082,cls_2
ID_00007083,cls_6
ID_00007084,cls_3
ID_00007085,cls_6
ID_00007086,cls_6
ID_00007087,cls_5
ID_00007088,cls_4
ID_00007089,cls_4
ID_00007090,cls_3
ID_00007091,cls_1
ID_00007092,cls_6
ID_00007093,cls_1
ID_00007094,cls_6
ID_00007095,cls_1
ID_00007096,cls_2
ID_00007097,cls_6
ID_00007098,cls_3
ID_00007099,cls_5
ID_00007100,cls_4
ID_00007101,cls_6
ID_00007102,cls_1
ID_00007103,cls_5
ID_00007104,cls_3
ID_00007105,cls_2
ID_00007106,cls_6
ID_00007107,cls_6
ID_00007108,cls_1
ID_00007109,cls_2
ID_00007110,cls_1
ID_00007111,cls_5
ID_00007112,cls_2
ID_00007113,cls_1
ID_00007114,cls_4
ID_00007115,cls_3
ID_00007116,cls_2
ID_00007117,cls_3
ID_00007118,cls_6
ID_00007119,cls_4
ID_00007120,cls_3
ID_00007121,cls_2
ID_00007122,cls_4
ID_00007123,cls_1
ID_00007124,cls_1
ID_00007125,cls_4
ID_00007126,cls_2
ID_00007127,cls_5
ID_00007128,cls_2
ID_00007129,cls_5
ID_00007130,cls_6
ID_00007131,cls_2
ID_00007132,cls_4
ID_00007133,cls_4
ID_00007134,cls_4
ID_00007135,cls_4
ID_00007136,cls_3
ID_00007137,cls_2
ID_00007138,cls_6
ID_00007139,cls_2
ID_00007140,cls_6
ID_00007141,cls_1
ID_00007142,cls_5
ID_00007143,cls_2
ID_00007144,cls_2
ID_00007145,cls_5
ID_00007146,cls_5
ID_00007147,cls_5
ID_00007148,cls_1
ID_00007149,cls_6
ID_00007150,cls_1
ID_00007151,cls_1
ID_00007152,cls_6
ID_00007153,cls_4
ID_00007154,cls_4
ID_00007155,cls_5
ID_00007156,cls_2
ID_00007157,cls_5
ID_00007158,cls_1
ID_00007159,cls_6
ID_00007160,cls_4
ID_00007161,cls_2
ID_00007162,cls_5
ID_00007163,cls_2
ID_00007164,cls_2
